game_id,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
280,Pacific Storm Allies,8/18/08,1,Lesta Studio,Buka Entertainment,windows,0,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;World War II,0,78,56,0,0,50000-100000,5.59
281,Penguins Arena: Sedna's World,12/18/08,1,Frogames,Frogames,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Action;Casual;Indie,Action;Casual;Indie,10,902,129,91,97,100000-200000,4.79
282,Obulis,3/19/09,1,IonFX,Meridian4,windows,0,Single-player;Steam Achievements,Casual;Indie,Puzzle;Casual;Indie,17,586,130,41,69,100000-200000,3.99
283,Larva Mortus,3/19/09,1,Meridian4,Meridian4,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Top-Down,25,523,161,76,108,100000-200000,3.99
284,Chains,7/1/09,1,2DEngine.com,Meridian4,windows;mac,0,Single-player,Indie,Indie;Puzzle;Physics,0,433,148,36,36,100000-200000,3.99
285,Overlord™,11/12/09,1,Triumph Studios;Virtual Programming,Codemasters,windows;mac;linux,0,Single-player;Partial Controller Support,RPG,RPG;Villain Protagonist;Third Person,0,3439,276,304,304,1000000-2000000,3.49
286,Soldiers: Heroes of World War II,7/3/14,1,Best Way,1C Entertainment,windows,0,Single-player;Multi-player;Co-op,Strategy,Strategy;World War II;RTS,0,273,61,0,0,100000-200000,3.99
287,Maelstrom: The Battle for Earth Begins,2/13/09,1,KDV Games,Codemasters,windows,0,Single-player,Strategy,Strategy;RTS,0,69,44,0,0,20000-50000,3.49
288,Hospital Tycoon,2/13/09,1,Deep Red Limited,Codemasters,windows,0,Single-player,Simulation,Simulation;Management;Singleplayer,0,175,301,119,176,200000-500000,3.49
289,Grand Theft Auto III,1/4/08,1,Rockstar Games,Rockstar Games,windows,18,Single-player;Partial Controller Support,Action,Open World;Action;Classic,0,4718,750,98,63,1000000-2000000,5.99
290,Grand Theft Auto: Vice City,1/10/11,1,Rockstar Games,Rockstar Games,windows,18,Single-player;Partial Controller Support,Action,Open World;Action;1980s,0,9817,819,209,93,2000000-5000000,5.99
291,Grand Theft Auto: San Andreas,1/4/08,1,Rockstar Games,Rockstar Games,windows,18,Single-player,Action,Open World;Action;Multiplayer,0,26877,3243,807,249,2000000-5000000,9.99
292,Manhunt,1/4/08,1,Rockstar North,Rockstar Games,windows,18,Single-player,Action,Gore;Violent;Stealth,0,816,433,99,101,200000-500000,5.99
293,Max Payne,1/4/08,1,Remedy Entertainment,Rockstar Games,windows,18,Single-player,Action,Noir;Action;Classic,0,3926,435,316,316,500000-1000000,5.99
294,Max Payne 2: The Fall of Max Payne,1/4/08,1,Remedy Entertainment,Rockstar Games,windows,18,Single-player,Action,Noir;Action;Third-Person Shooter,0,2506,172,175,175,500000-1000000,5.99
295,Grand Theft Auto,1/4/08,1,Rockstar North,Rockstar Games,windows,0,Single-player,Action,Action;Classic;Open World,0,199,30,7,7,500000-1000000,0
296,Grand Theft Auto 2,1/4/08,1,Rockstar North,Rockstar Games,windows,0,Single-player,Action,Action;Classic;Open World,0,184,17,3,4,500000-1000000,0
297,Bully: Scholarship Edition,10/21/08,1,Rockstar New England,Rockstar Games,windows,0,Single-player;Partial Controller Support,Action;Adventure,Open World;Action;Adventure,0,8504,1764,319,225,1000000-2000000,9.99
298,Grand Theft Auto IV,12/2/08,1,Rockstar North;Rockstar Toronto,Rockstar Games,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Open World;Action;Bowling,0,35240,18926,1255,634,2000000-5000000,19.99
299,Grand Theft Auto: Episodes from Liberty City,4/12/10,1,Rockstar North / Toronto,Rockstar Games,windows,18,Single-player;Multi-player,Action,Open World;Action;Multiplayer,0,6401,2345,508,112,2000000-5000000,14.99
300,Culpa Innata,1/18/08,1,Momentum Digital Media Technologies,Strategy First,windows,0,Single-player,RPG;Casual;Adventure,Adventure;RPG;Sci-fi,0,57,14,0,0,20000-50000,6.99
301,Sacred Gold,7/9/08,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Action;RPG,RPG;Action;Hack and Slash,0,1489,319,337,404,200000-500000,6.99
302,Darkstar One,2/13/08,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Action,Action;Space;Sci-fi,0,256,59,0,0,100000-200000,6.99
303,Jack Keane,6/27/08,1,Deck13,Deck13,windows,0,Single-player;Steam Trading Cards,Adventure,Adventure;Point & Click;Comedy,0,46,27,0,0,20000-50000,6.99
304,FlatOut: Ultimate Carnage,8/26/08,1,Bugbear Entertainment,Strategy First,windows,0,Single-player;Multi-player,Racing,Racing;Destruction;Multiplayer,0,1967,394,37,71,200000-500000,16.99
305,Exodus from the Earth ,10/24/08,1,Parallax Arts Studio,Strategy First,windows,0,Single-player;Multi-player;Partial Controller Support,Action,Action;FPS;Shooter,0,51,44,0,0,0-20000,10.99
306,Perimeter 2: New Earth,2/10/09,1,KDV Games,Strategy First,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS,0,12,41,0,0,0-20000,10.99
307,SlamIt Pinball Big Score,2/23/09,1,Technetium Games,Kalypso Media Digital,windows,0,Single-player,Casual,Casual;Pinball,0,31,69,2,2,0-20000,3.99
308,Ankh 2: Heart of Osiris ,6/16/09,1,Deck 13,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click;Comedy,0,23,17,0,0,20000-50000,10.99
309,Ankh 3: Battle of the Gods,6/16/09,1,Deck 13,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click,0,12,8,0,0,20000-50000,10.99
310,BC Kings,6/16/09,1,Mascot Entertainment,Strategy First,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS,0,85,76,0,0,20000-50000,3.99
311,Port Royale 2,6/16/09,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Strategy,Strategy;Trading;Pirates,0,174,95,203,203,50000-100000,2.99
312,9th Company: Roots Of Terror,12/3/09,1,Noviy Disk;Lesta Studios Inc,Strategy First,windows,0,Single-player,Strategy,Strategy;RTS;Military,0,86,67,0,0,20000-50000,6.99
313,PuzzleQuest: Challenge of the Warlords,1/29/08,1,Infinite Interactive,"D3Publisher of America, Inc.",windows,0,Single-player;Multi-player;Steam Cloud,Casual,Puzzle;Match 3;Casual,0,561,80,52,52,100000-200000,6.99
314,Prison Tycoon 3™: Lockdown,1/29/08,1,Gamebryo;Virtual Playground,ValuSoft;Retroism,windows,0,Single-player,Strategy,Strategy;Simulation,0,18,89,0,0,20000-50000,6.99
315,18 Wheels of Steel: American Long Haul,1/29/08,1,SCS Software,ValuSoft;Play Hard Games,windows,0,Single-player,Racing,Simulation;Racing;Driving,0,245,111,0,0,50000-100000,6.99
316,Hunting Unlimited™ 2008,1/29/08,1,SCS Software,ValuSoft;Retroism,windows,0,Single-player,Action;Adventure;Strategy,Action;Strategy;Adventure,0,29,9,0,0,20000-50000,4.99
317,Mahjongg Investigations: Under Suspicion,7/29/08,1,Zemnott,ValuSoft;Retroism,windows,0,Single-player,Casual,Casual;Puzzle,0,21,6,0,0,20000-50000,5.99
318,Ride! Carnival Tycoon,7/29/08,1,Gabriel Entertainment,ValuSoft;Retroism,windows,0,Single-player,Simulation,Simulation;Management,0,15,26,0,0,20000-50000,4.99
319,Sprint Cars Road to Knoxville,7/29/08,1,BigAnt Studios,ValuSoft;Retroism,windows,0,Single-player;Multi-player,Racing,Racing,0,25,24,0,0,20000-50000,4.99
